state,date,sex,age,ethnicity,population_thousands,access_overall_pct,access_rural_pct,access_urban_pct,consump_domestic_mld,consump_nondomestic_mld,consump_total_mld,production_mld,population,consump_per_capita_mld,prod_consump_ratio,access_disparity_pct,stress_indicator_consump_prod,consump_per_capita_lpd,z_score_consump_per_capita_lpd
Negeri Sembilan,1992-01-01,both,overall,overall,741.7,,,,,,,,741700.0,,,,,,
Negeri Sembilan,1993-01-01,both,overall,overall,757.0,,,,,,,,757000.0,,,,,,
Negeri Sembilan,1994-01-01,both,overall,overall,772.4,,,,,,,,772400.0,,,,,,
Negeri Sembilan,1995-01-01,both,overall,overall,787.5,,,,,,,,787500.0,,,,,,
Negeri Sembilan,1996-01-01,both,overall,overall,802.6,,,,,,,,802600.0,,,,,,
Negeri Sembilan,1997-01-01,both,overall,overall,818.0,,,,,,,,818000.0,,,,,,
Negeri Sembilan,1998-01-01,both,overall,overall,833.5,,,,,,,,833500.0,,,,,,
Negeri Sembilan,1999-01-01,both,overall,overall,849.5,,,,,,,,849500.0,,,,,,
Negeri Sembilan,2000-01-01,both,overall,overall,866.1,99.0,99.0,100.0,,,,490.0,866100.0,,,1.0,,,
Negeri Sembilan,2001-01-01,both,overall,overall,883.7,99.5,99.0,100.0,,,,520.0,883700.0,,,1.0,,,
Negeri Sembilan,2002-01-01,both,overall,overall,900.3,99.5,99.0,100.0,,,,620.0,900300.0,,,1.0,,,
Negeri Sembilan,2003-01-01,both,overall,overall,916.8,99.5,99.0,100.0,184.0,122.0,306.0,634.0,916800.0,0.0003337696335078534,2.0718954248366015,1.0,0.48264984227129337,333.7696335078534,-0.06061268448343567
Negeri Sembilan,2004-01-01,both,overall,overall,933.7,99.6,99.0,100.0,183.0,112.0,295.0,649.0,933700.0,0.00031594730641533686,2.2,1.0,0.45454545454545453,315.9473064153368,-0.22170324610324676
Negeri Sembilan,2005-01-01,both,overall,overall,950.3,99.8,99.0,100.0,181.0,121.0,302.0,642.0,950300.0,0.0003177943807218773,2.1258278145695364,1.0,0.470404984423676,317.7943807218773,-0.20500810658248983
Negeri Sembilan,2006-01-01,both,overall,overall,967.0,100.0,100.0,100.0,190.0,108.0,298.0,746.0,967000.0,0.0003081695966907963,2.5033557046979866,0.0,0.39946380697050937,308.16959669079625,-0.29200358461337256
Negeri Sembilan,2007-01-01,both,overall,overall,983.5,99.8,99.5,100.0,231.0,87.0,318.0,690.0,983500.0,0.0003233350279613625,2.169811320754717,0.5,0.4608695652173913,323.33502796136247,-0.15492789141683444
Negeri Sembilan,2008-01-01,both,overall,overall,999.6,99.8,99.5,100.0,237.0,92.0,329.0,665.0,999600.0,0.00032913165266106444,2.021276595744681,0.5,0.49473684210526314,329.13165266106444,-0.10253397430786487
Negeri Sembilan,2009-01-01,both,overall,overall,1014.9,99.8,99.5,100.0,213.0,122.0,335.0,659.0,1014900.0,0.0003300817814563011,1.9671641791044776,0.5,0.5083459787556904,330.0817814563011,-0.09394605083180582
Negeri Sembilan,2010-01-01,both,overall,overall,1029.5,99.8,99.5,100.0,229.0,180.0,409.0,724.0,1029500.0,0.0003972802331228752,1.7701711491442542,0.5,0.5649171270718232,397.2802331228752,0.5134401935546221
Negeri Sembilan,2011-01-01,both,overall,overall,1047.4,99.9,99.8,100.0,239.0,172.0,411.0,742.0,1047400.0000000001,0.0003924002291388199,1.805352798053528,0.20000000000000284,0.5539083557951483,392.4002291388199,0.46933133064252425
Negeri Sembilan,2012-01-01,both,overall,overall,1057.7,99.9,99.8,100.0,247.0,192.0,439.0,735.0,1057700.0,0.0004150515268979862,1.674259681093394,0.20000000000000284,0.5972789115646259,415.0515268979862,0.6740694806327017
Negeri Sembilan,2013-01-01,both,overall,overall,1072.2,99.9,99.8,100.0,255.0,213.0,468.0,736.0,1072200.0,0.00043648573027420257,1.5726495726495726,0.20000000000000284,0.6358695652173914,436.4857302742026,0.8678066868810236
Negeri Sembilan,2014-01-01,both,overall,overall,1079.6,99.9,99.8,100.0,259.0,217.0,476.0,744.0,1079600.0,0.0004409040385327899,1.5630252100840336,0.20000000000000284,0.6397849462365591,440.9040385327899,0.9077424233923423
Negeri Sembilan,2015-01-01,both,overall,overall,1088.8,99.9,99.8,100.0,276.0,217.0,493.0,752.0,1088800.0,0.00045279206465833943,1.5253549695740365,0.20000000000000284,0.6555851063829787,452.7920646583395,1.0151946542471937
Negeri Sembilan,2016-01-01,both,overall,overall,1099.3,99.9,99.8,100.0,287.0,233.0,520.0,779.0,1099300.0,0.00047302829073046483,1.498076923076923,0.20000000000000284,0.6675224646983312,473.02829073046485,1.1981037101803507
Negeri Sembilan,2017-01-01,both,overall,overall,1114.0,99.9,99.8,100.0,288.0,231.0,519.0,771.0,1114000.0,0.0004658886894075404,1.4855491329479769,0.20000000000000284,0.6731517509727627,465.88868940754037,1.1335710382749868
Negeri Sembilan,2018-01-01,both,overall,overall,1122.9,99.9,99.8,100.0,293.0,238.0,531.0,780.0,1122900.0,0.0004728827144002137,1.4689265536723164,0.20000000000000284,0.6807692307692308,472.88271440021373,1.1967878902721552
Negeri Sembilan,2019-01-01,both,overall,overall,1126.2,99.9,99.8,100.0,294.0,244.0,538.0,784.0,1126200.0,0.0004777126620493696,1.4572490706319703,0.20000000000000284,0.6862244897959183,477.71266204936956,1.240444309288474
Negeri Sembilan,2020-01-01,both,overall,overall,1200.0,99.9,99.8,100.0,318.0,222.0,540.0,795.0,1200000.0,0.00045,1.4722222222222223,0.20000000000000284,0.6792452830188679,450.0,0.9899580360684381
Negeri Sembilan,2021-01-01,both,overall,overall,1204.2,99.9,99.8,100.0,327.0,222.0,549.0,811.0,1204200.0,0.00045590433482810164,1.477231329690346,0.20000000000000284,0.6769420468557337,455.90433482810164,1.0433255120727178
Negeri Sembilan,2022-01-01,both,overall,overall,1207.9,99.9,99.8,100.0,307.0,231.0,538.0,848.0,1207900.0,0.0004454011093633579,1.5762081784386617,0.20000000000000284,0.6344339622641509,445.4011093633579,0.9483900706933756
Negeri Sembilan,2023-01-01,both,overall,overall,1224.9,,,,,,,,1224900.0,,,,,,
Negeri Sembilan,2024-01-01,both,overall,overall,1240.1,,,,,,,,1240100.0,,,,,,
Pahang,1970-01-01,both,overall,overall,523.8,,,,,,,,523799.99999999994,,,,,,
Pahang,1971-01-01,both,overall,overall,548.4,,,,,,,,548400.0,,,,,,
Pahang,1972-01-01,both,overall,overall,574.0,,,,,,,,574000.0,,,,,,
Pahang,1973-01-01,both,overall,overall,599.3,,,,,,,,599300.0,,,,,,
Pahang,1974-01-01,both,overall,overall,626.0,,,,,,,,626000.0,,,,,,
Pahang,1975-01-01,both,overall,overall,653.4,,,,,,,,653400.0,,,,,,
Pahang,1976-01-01,both,overall,overall,680.4,,,,,,,,680400.0,,,,,,
Pahang,1977-01-01,both,overall,overall,709.5,,,,,,,,709500.0,,,,,,
Pahang,1978-01-01,both,overall,overall,738.2,,,,,,,,738200.0,,,,,,
Pahang,1979-01-01,both,overall,overall,768.4,,,,,,,,768400.0,,,,,,
Pahang,1980-01-01,both,overall,overall,802.1,,,,,,,,802100.0,,,,,,
Pahang,1981-01-01,both,overall,overall,820.6,,,,,,,,820600.0,,,,,,
Pahang,1982-01-01,both,overall,overall,842.3,,,,,,,,842300.0,,,,,,
Pahang,1983-01-01,both,overall,overall,864.8,,,,,,,,864800.0,,,,,,
Pahang,1984-01-01,both,overall,overall,888.7,,,,,,,,888700.0,,,,,,
Pahang,1985-01-01,both,overall,overall,915.2,,,,,,,,915200.0,,,,,,
Pahang,1986-01-01,both,overall,overall,943.5,,,,,,,,943500.0,,,,,,
Pahang,1987-01-01,both,overall,overall,971.0,,,,,,,,971000.0,,,,,,
Pahang,1988-01-01,both,overall,overall,998.4,,,,,,,,998400.0,,,,,,
Pahang,1989-01-01,both,overall,overall,1025.9,,,,,,,,1025900.0000000001,,,,,,
Pahang,1990-01-01,both,overall,overall,1054.3,,,,,,,,1054300.0,,,,,,
Pahang,1991-01-01,both,overall,overall,1079.6,,,,,,,,1079600.0,,,,,,
Pahang,1992-01-01,both,overall,overall,1104.2,,,,,,,,1104200.0,,,,,,
Pahang,1993-01-01,both,overall,overall,1128.0,,,,,,,,1128000.0,,,,,,
Pahang,1994-01-01,both,overall,overall,1152.3,,,,,,,,1152300.0,,,,,,
Pahang,1995-01-01,both,overall,overall,1176.5,,,,,,,,1176500.0,,,,,,
Pahang,1996-01-01,both,overall,overall,1200.6,,,,,,,,1200600.0,,,,,,
Pahang,1997-01-01,both,overall,overall,1224.7,,,,,,,,1224700.0,,,,,,
Pahang,1998-01-01,both,overall,overall,1248.8,,,,,,,,1248800.0,,,,,,
Pahang,1999-01-01,both,overall,overall,1272.5,,,,,,,,1272500.0,,,,,,
Pahang,2000-01-01,both,overall,overall,1295.8,93.0,93.0,98.0,,,,610.0,1295800.0,,,5.0,,,
Pahang,2001-01-01,both,overall,overall,1317.3,92.8,89.0,98.0,,,,927.0,1317300.0,,,9.0,,,
Pahang,2002-01-01,both,overall,overall,1338.7,92.7,89.0,98.0,,,,632.0,1338700.0,,,9.0,,,
Pahang,2003-01-01,both,overall,overall,1360.0,92.8,89.0,98.0,211.0,131.0,342.0,627.0,1360000.0,0.00025147058823529414,1.8333333333333333,9.0,0.5454545454545454,251.47058823529412,-0.8044885742541686
Pahang,2004-01-01,both,overall,overall,1380.2,94.5,90.0,99.0,214.0,136.0,350.0,687.0,1380200.0,0.00025358643674829734,1.9628571428571429,9.0,0.5094614264919942,253.58643674829736,-0.7853640669161089
Pahang,2005-01-01,both,overall,overall,1400.8,95.5,92.0,99.0,223.0,134.0,357.0,709.0,1400800.0,0.00025485436893203883,1.9859943977591037,7.0,0.5035260930888575,254.85436893203882,-0.7739036158473757
Pahang,2006-01-01,both,overall,overall,1421.2,93.5,89.0,98.0,233.0,142.0,375.0,701.0,1421200.0,0.0002638615254714326,1.8693333333333333,9.0,0.5349500713266762,263.86152547143257,-0.6924906837428056
Pahang,2007-01-01,both,overall,overall,1441.4,93.0,89.0,98.0,308.0,104.0,412.0,890.0,1441400.0,0.000285833217705009,2.1601941747572817,9.0,0.46292134831460674,285.833217705009,-0.4938952801644123
Pahang,2008-01-01,both,overall,overall,1461.6,93.0,89.0,98.0,320.0,111.0,431.0,915.0,1461600.0,0.0002948823207443897,2.1229698375870067,9.0,0.4710382513661202,294.8823207443897,-0.41210320648053
Pahang,2009-01-01,both,overall,overall,1481.7,97.8,96.0,100.0,271.0,96.0,367.0,915.0,1481700.0,0.00024768846595127217,2.4931880108991824,4.0,0.4010928961748634,247.68846595127218,-0.8386740203906454
Pahang,2010-01-01,both,overall,overall,1501.9,98.0,96.0,100.0,264.0,168.0,432.0,966.0,1501900.0,0.0002876356614954391,2.236111111111111,4.0,0.4472049689440994,287.63566149543914,-0.47760354222349855
Pahang,2011-01-01,both,overall,overall,1526.8,98.0,96.0,100.0,286.0,186.0,472.0,1079.0,1526800.0,0.0003091433062614619,2.2860169491525424,4.0,0.43744207599629287,309.1433062614619,-0.2832025217230516
Pahang,2012-01-01,both,overall,overall,1547.1,98.0,96.0,100.0,287.0,209.0,496.0,1089.0,1547100.0,0.00032059983194363646,2.1955645161290325,4.0,0.4554637281910009,320.5998319436365,-0.1796504913527741
Pahang,2013-01-01,both,overall,overall,1568.7,98.0,96.0,100.0,299.0,205.0,504.0,1065.0,1568700.0,0.000321285140562249,2.113095238095238,4.0,0.4732394366197183,321.285140562249,-0.1734561964280928
Pahang,2014-01-01,both,overall,overall,1591.7,98.0,96.0,100.0,303.0,216.0,519.0,1108.0,1591700.0,0.0003260664698121505,2.1348747591522157,4.0,0.4684115523465704,326.06646981215056,-0.1302392242472108
Pahang,2015-01-01,both,overall,overall,1607.9,98.0,96.0,100.0,309.0,223.0,532.0,1129.0,1607900.0,0.00033086634740966476,2.1221804511278197,4.0,0.4712134632418069,330.8663474096648,-0.0868545992273624
Pahang,2016-01-01,both,overall,overall,1626.7,98.0,96.0,100.0,342.0,238.0,580.0,1111.0,1626700.0,0.0003565500706952726,1.9155172413793105,4.0,0.5220522052205221,356.55007069527267,0.1452927172868564
Pahang,2017-01-01,both,overall,overall,1647.0,98.0,96.0,100.0,333.0,250.0,583.0,1109.0,1647000.0,0.00035397692774741956,1.902229845626072,4.0,0.5256988277727682,353.97692774741955,0.12203486546728329
Pahang,2018-01-01,both,overall,overall,1664.7,98.0,96.0,100.0,333.0,256.0,589.0,1158.0,1664700.0,0.0003538175046554935,1.966044142614601,4.0,0.5086355785837651,353.8175046554935,0.12059388891690247
Pahang,2019-01-01,both,overall,overall,1671.4,98.0,96.0,100.0,339.0,288.0,627.0,1194.0,1671400.0,0.0003751346176857724,1.9043062200956937,4.0,0.5251256281407035,375.1346176857724,0.31327275135358795
Pahang,2020-01-01,both,overall,overall,1591.3,98.0,96.0,100.0,367.0,264.0,631.0,1269.0,1591300.0,0.0003965311380632188,2.011093502377179,4.0,0.49724192277383766,396.53113806321875,0.5066693525056241
Pahang,2021-01-01,both,overall,overall,1601.5,98.0,96.0,100.0,391.0,251.0,642.0,1281.0,1601500.0,0.00040087418045582266,1.9953271028037383,4.0,0.5011709601873536,400.8741804558227,0.5459247838828755
Pahang,2022-01-01,both,overall,overall,1614.3,98.0,96.0,100.0,385.0,283.0,668.0,1337.0,1614300.0,0.00041380164777302857,2.001497005988024,4.0,0.49962602842183995,413.80164777302855,0.6627722056387504
Pahang,2023-01-01,both,overall,overall,1643.2,,,,,,,,1643200.0,,,,,,
Pahang,2024-01-01,both,overall,overall,1668.2,,,,,,,,1668200.0,,,,,,
Perak,1970-01-01,both,overall,overall,1631.5,,,,,,,,1631500.0,,,,,,
Perak,1971-01-01,both,overall,overall,1650.9,,,,,,,,1650900.0,,,,,,
Perak,1972-01-01,both,overall,overall,1669.3,,,,,,,,1669300.0,,,,,,
Perak,1973-01-01,both,overall,overall,1686.0,,,,,,,,1686000.0,,,,,,
Perak,1974-01-01,both,overall,overall,1702.7,,,,,,,,1702700.0,,,,,,
Perak,1975-01-01,both,overall,overall,1720.9,,,,,,,,1720900.0,,,,,,
Perak,1976-01-01,both,overall,overall,1736.7,,,,,,,,1736700.0,,,,,,
Perak,1977-01-01,both,overall,overall,1755.6,,,,,,,,1755600.0,,,,,,
Perak,1978-01-01,both,overall,overall,1771.5,,,,,,,,1771500.0,,,,,,
Perak,1979-01-01,both,overall,overall,1789.1,,,,,,,,1789100.0,,,,,,
Perak,1980-01-01,both,overall,overall,1807.4,,,,,,,,1807400.0,,,,,,
Perak,1981-01-01,both,overall,overall,1838.2,,,,,,,,1838200.0,,,,,,
Perak,1982-01-01,both,overall,overall,1866.8,,,,,,,,1866800.0,,,,,,
Perak,1983-01-01,both,overall,overall,1891.1,,,,,,,,1891100.0,,,,,,
Perak,1984-01-01,both,overall,overall,1912.3,,,,,,,,1912300.0,,,,,,
Perak,1985-01-01,both,overall,overall,1931.5,,,,,,,,1931500.0,,,,,,
Perak,1986-01-01,both,overall,overall,1950.8,,,,,,,,1950800.0,,,,,,
Perak,1987-01-01,both,overall,overall,1967.5,,,,,,,,1967500.0,,,,,,
Perak,1988-01-01,both,overall,overall,1979.5,,,,,,,,1979500.0,,,,,,
Perak,1989-01-01,both,overall,overall,1987.7,,,,,,,,1987700.0,,,,,,
Perak,1990-01-01,both,overall,overall,1992.9,,,,,,,,1992900.0,,,,,,
Perak,1991-01-01,both,overall,overall,1995.3,,,,,,,,1995300.0,,,,,,
Perak,1992-01-01,both,overall,overall,2007.1,,,,,,,,2007100.0,,,,,,
Perak,1993-01-01,both,overall,overall,2018.4,,,,,,,,2018400.0,,,,,,
Perak,1994-01-01,both,overall,overall,2028.4,,,,,,,,2028400.0,,,,,,
Perak,1995-01-01,both,overall,overall,2038.1,,,,,,,,2038100.0,,,,,,
Perak,1996-01-01,both,overall,overall,2047.0,,,,,,,,2047000.0,,,,,,
Perak,1997-01-01,both,overall,overall,2055.3,,,,,,,,2055300.0000000002,,,,,,
Perak,1998-01-01,both,overall,overall,2066.2,,,,,,,,2066199.9999999998,,,,,,
Perak,1999-01-01,both,overall,overall,2076.7,,,,,,,,2076699.9999999998,,,,,,
Perak,2000-01-01,both,overall,overall,2091.7,99.0,99.0,100.0,,,,812.0,2091699.9999999998,,,1.0,,,
Perak,2001-01-01,both,overall,overall,2129.0,99.6,99.0,100.0,,,,865.0,2129000.0,,,1.0,,,
Perak,2002-01-01,both,overall,overall,2161.8,99.5,99.0,100.0,,,,830.0,2161800.0,,,1.0,,,
Perak,2003-01-01,both,overall,overall,2192.1,99.6,99.0,100.0,450.0,150.0,600.0,897.0,2192100.0,0.0002737101409607226,1.495,1.0,0.6688963210702341,273.7101409607226,-0.6034720616452762
Perak,2004-01-01,both,overall,overall,2222.1,99.6,99.0,100.0,474.0,161.0,635.0,897.0,2222100.0,0.0002857657171144413,1.4125984251968504,1.0,0.7079152731326644,285.7657171144413,-0.4945053973498828
Perak,2005-01-01,both,overall,overall,2251.1,99.8,99.0,100.0,487.0,175.0,662.0,955.0,2251100.0,0.00029407845053529383,1.4425981873111782,1.0,0.6931937172774869,294.0784505352939,-0.41936914334615133
Perak,2006-01-01,both,overall,overall,2279.3,99.8,99.5,100.0,486.0,182.0,668.0,963.0,2279300.0,0.00029307243451937,1.4416167664670658,0.5,0.6936656282450675,293.07243451937,-0.42846221431059056
Perak,2007-01-01,both,overall,overall,2306.4,99.0,97.2,100.0,496.0,185.0,681.0,973.0,2306400.0,0.0002952653485952133,1.4287812041116006,2.799999999999997,0.6998972250770812,295.2653485952133,-0.40864113492921644
Perak,2008-01-01,both,overall,overall,2331.6,99.5,98.9,100.0,508.0,190.0,698.0,1014.0,2331600.0,0.0002993652427517584,1.4527220630372493,1.0999999999999943,0.6883629191321499,299.36524275175844,-0.3715834460633806
Perak,2009-01-01,both,overall,overall,2355.7,99.2,98.0,100.0,526.0,194.0,720.0,1039.0,2355700.0,0.00030564163518274825,1.4430555555555555,2.0,0.6929740134744947,305.64163518274825,-0.31485305522238805
Perak,2010-01-01,both,overall,overall,2379.0,99.2,98.0,100.0,552.0,210.0,762.0,1080.0,2379000.0,0.00032030264817150064,1.4173228346456692,2.0,0.7055555555555556,320.3026481715006,-0.18233664454192564
Perak,2011-01-01,both,overall,overall,2402.7,99.6,99.2,100.0,556.0,216.0,772.0,1109.0,2402700.0,0.00032130519831855827,1.4365284974093264,0.7999999999999972,0.6961226330027052,321.30519831855827,-0.1732749005057411
Perak,2012-01-01,both,overall,overall,2427.0,99.6,99.2,100.0,592.0,217.0,809.0,1155.0,2427000.0,0.0003333333333333333,1.4276885043263288,0.7999999999999972,0.7004329004329004,333.3333333333333,-0.06455626826929145
Perak,2013-01-01,both,overall,overall,2447.2,99.6,99.2,100.0,607.0,228.0,835.0,1215.0,2447200.0,0.00034120627656096763,1.4550898203592815,0.7999999999999972,0.6872427983539094,341.20627656096764,0.006604856737387809
Perak,2014-01-01,both,overall,overall,2458.8,99.6,99.2,100.0,623.0,236.0,859.0,1224.0,2458800.0,0.0003493574101187571,1.4249126891734576,0.7999999999999972,0.701797385620915,349.3574101187571,0.08028045902244176
Perak,2015-01-01,both,overall,overall,2466.9,99.6,99.2,100.0,628.0,250.0,878.0,1289.0,2466900.0,0.00035591227856824356,1.468109339407745,0.7999999999999972,0.6811481768813034,355.91227856824355,0.13952790939131762
Perak,2016-01-01,both,overall,overall,2482.1,99.6,99.2,100.0,655.0,262.0,917.0,1317.0,2482100.0,0.0003694452278312719,1.436205016357688,0.7999999999999972,0.6962794229309036,369.4452278312719,0.26184809720051866
Perak,2017-01-01,both,overall,overall,2493.2,99.6,99.2,100.0,648.0,260.0,908.0,1314.0,2493200.0,0.0003641905984277234,1.447136563876652,0.7999999999999972,0.6910197869101978,364.1905984277234,0.21435310974307126
Perak,2018-01-01,both,overall,overall,2503.5,99.6,99.2,100.0,665.0,268.0,933.0,1333.0,2503500.0,0.00037267825044937086,1.4287245444801715,0.7999999999999972,0.6999249812453113,372.67825044937086,0.29107039946079966
Perak,2019-01-01,both,overall,overall,2508.8,99.6,99.2,100.0,679.0,278.0,957.0,1357.0,2508800.0,0.0003814572704081633,1.4179728317659352,0.7999999999999972,0.705232129697863,381.45727040816325,0.37042127481462533
Perak,2020-01-01,both,overall,overall,2496.0,99.6,99.2,100.0,706.0,266.0,972.0,1392.0,2496000.0,0.0003894230769230769,1.4320987654320987,0.7999999999999972,0.6982758620689655,389.4230769230769,0.44242176266230926
Perak,2021-01-01,both,overall,overall,2515.8,99.6,99.2,100.0,703.0,266.0,969.0,1386.0,2515800.0,0.00038516575244455044,1.4303405572755419,0.7999999999999972,0.6991341991341992,385.16575244455044,0.4039411092839093
Perak,2022-01-01,both,overall,overall,2514.4,99.6,99.2,100.0,699.0,289.0,988.0,1418.0,2514400.0,0.0003929366846961502,1.4352226720647774,0.7999999999999972,0.6967559943582511,392.93668469615017,0.4741801882897777
Perak,2023-01-01,both,overall,overall,2541.2,,,,,,,,2541200.0,,,,,,
Perak,2024-01-01,both,overall,overall,2569.6,,,,,,,,2569600.0,,,,,,
Perlis,1970-01-01,both,overall,overall,125.5,,,,,,,,125500.0,,,,,,
Perlis,1971-01-01,both,overall,overall,127.4,,,,,,,,127400.0,,,,,,
Perlis,1972-01-01,both,overall,overall,129.7,,,,,,,,129699.99999999999,,,,,,
Perlis,1973-01-01,both,overall,overall,131.7,,,,,,,,131700.0,,,,,,
Perlis,1974-01-01,both,overall,overall,133.8,,,,,,,,133800.0,,,,,,
Perlis,1975-01-01,both,overall,overall,136.2,,,,,,,,136200.0,,,,,,
Perlis,1976-01-01,both,overall,overall,138.3,,,,,,,,138300.0,,,,,,
Perlis,1977-01-01,both,overall,overall,141.0,,,,,,,,141000.0,,,,,,
Perlis,1978-01-01,both,overall,overall,143.2,,,,,,,,143200.0,,,,,,
Perlis,1979-01-01,both,overall,overall,145.8,,,,,,,,145800.0,,,,,,
Perlis,1980-01-01,both,overall,overall,148.7,,,,,,,,148700.0,,,,,,
Perlis,1981-01-01,both,overall,overall,151.6,,,,,,,,151600.0,,,,,,
Perlis,1982-01-01,both,overall,overall,154.9,,,,,,,,154900.0,,,,,,
Perlis,1983-01-01,both,overall,overall,158.2,,,,,,,,158200.0,,,,,,
Perlis,1984-01-01,both,overall,overall,161.7,,,,,,,,161700.0,,,,,,
Perlis,1985-01-01,both,overall,overall,165.9,,,,,,,,165900.0,,,,,,
Perlis,1986-01-01,both,overall,overall,170.2,,,,,,,,170200.0,,,,,,
Perlis,1987-01-01,both,overall,overall,174.5,,,,,,,,174500.0,,,,,,
Perlis,1988-01-01,both,overall,overall,178.8,,,,,,,,178800.0,,,,,,
Perlis,1989-01-01,both,overall,overall,182.9,,,,,,,,182900.0,,,,,,
Perlis,1990-01-01,both,overall,overall,187.0,,,,,,,,187000.0,,,,,,
Perlis,1991-01-01,both,overall,overall,190.7,,,,,,,,190700.0,,,,,,
Perlis,1992-01-01,both,overall,overall,192.7,,,,,,,,192700.0,,,,,,
Perlis,1993-01-01,both,overall,overall,194.7,,,,,,,,194700.0,,,,,,
Perlis,1994-01-01,both,overall,overall,196.7,,,,,,,,196700.0,,,,,,
Perlis,1995-01-01,both,overall,overall,198.8,,,,,,,,198800.0,,,,,,
Perlis,1996-01-01,both,overall,overall,200.4,,,,,,,,200400.0,,,,,,
Perlis,1997-01-01,both,overall,overall,202.1,,,,,,,,202100.0,,,,,,
Perlis,1998-01-01,both,overall,overall,203.8,,,,,,,,203800.0,,,,,,
Perlis,1999-01-01,both,overall,overall,205.7,,,,,,,,205700.0,,,,,,
Perlis,2000-01-01,both,overall,overall,207.6,98.0,98.0,100.0,,,,84.0,207600.0,,,2.0,,,
Perlis,2001-01-01,both,overall,overall,210.4,98.0,97.0,100.0,,,,84.0,210400.0,,,3.0,,,
Perlis,2002-01-01,both,overall,overall,213.2,99.2,98.0,100.0,,,,88.0,213200.0,,,2.0,,,
Perlis,2003-01-01,both,overall,overall,216.0,99.3,99.0,100.0,47.0,7.0,54.0,92.0,216000.0,0.00025,1.7037037037037037,1.0,0.5869565217391305,250.0,-0.8177807713676695
Perlis,2004-01-01,both,overall,overall,218.8,99.3,98.0,100.0,50.0,12.0,62.0,93.0,218800.0,0.000283363802559415,1.5,2.0,0.6666666666666666,283.363802559415,-0.5162155681162165
Perlis,2005-01-01,both,overall,overall,221.6,99.5,99.0,100.0,50.0,9.0,59.0,92.0,221600.0,0.00026624548736462096,1.5593220338983051,1.0,0.6413043478260869,266.24548736462094,-0.6709427815939784
Perlis,2006-01-01,both,overall,overall,224.4,99.5,99.0,100.0,51.0,10.0,61.0,95.0,224400.0,0.0002718360071301248,1.5573770491803278,1.0,0.6421052631578947,271.83600713012476,-0.6204117839247791
Perlis,2007-01-01,both,overall,overall,227.2,99.0,99.0,100.0,50.0,14.0,64.0,97.0,227200.0,0.00028169014084507044,1.515625,1.0,0.6597938144329897,281.6901408450704,-0.5313432842739202
Perlis,2008-01-01,both,overall,overall,230.1,99.4,99.0,100.0,54.0,9.0,63.0,108.0,230100.0,0.00027379400260756195,1.7142857142857142,1.0,0.5833333333333334,273.79400260756194,-0.6027140618780412
Perlis,2009-01-01,both,overall,overall,233.0,99.4,99.0,100.0,49.0,11.0,60.0,109.0,233000.0,0.0002575107296137339,1.8166666666666667,1.0,0.5504587155963303,257.51072961373393,-0.7498935843931372
Perlis,2010-01-01,both,overall,overall,235.8,99.4,99.0,100.0,63.0,9.0,72.0,147.0,235800.0,0.0003053435114503817,2.0416666666666665,1.0,0.4897959183673469,305.3435114503817,-0.31754770442447156
Perlis,2011-01-01,both,overall,overall,237.3,99.5,99.0,100.0,62.0,11.0,73.0,191.0,237300.0,0.0003076274757690687,2.6164383561643834,1.0,0.38219895287958117,307.62747576906867,-0.2969036497560225
Perlis,2012-01-01,both,overall,overall,239.4,99.5,99.0,100.0,57.0,10.0,67.0,211.0,239400.0,0.00027986633249791145,3.1492537313432836,1.0,0.3175355450236967,279.86633249791146,-0.5478281299063458
Perlis,2013-01-01,both,overall,overall,242.1,99.5,99.0,100.0,65.0,15.0,80.0,206.0,242100.0,0.0003304419661296985,2.575,1.0,0.3883495145631068,330.44196612969847,-0.09069045177208507
Perlis,2014-01-01,both,overall,overall,245.1,99.5,99.0,100.0,81.0,15.0,96.0,208.0,245100.0,0.0003916768665850673,2.1666666666666665,1.0,0.46153846153846156,391.67686658506733,0.4627930778412012
Perlis,2015-01-01,both,overall,overall,248.5,99.5,99.0,100.0,81.0,15.0,96.0,220.0,248500.0,0.00038631790744466803,2.2916666666666665,1.0,0.43636363636363634,386.317907444668,0.4143550858133795
Perlis,2016-01-01,both,overall,overall,251.0,99.5,99.0,100.0,82.0,14.0,96.0,243.0,251000.0,0.0003824701195219124,2.53125,1.0,0.3950617283950617,382.47011952191235,0.3795761080596329
Perlis,2017-01-01,both,overall,overall,252.0,99.5,99.0,100.0,78.0,11.0,89.0,228.0,252000.0,0.0003531746031746032,2.561797752808989,1.0,0.39035087719298245,353.1746031746032,0.11478289913508463
Perlis,2018-01-01,both,overall,overall,253.5,99.5,99.0,100.0,80.0,10.0,90.0,234.0,253500.0,0.00035502958579881655,2.6,1.0,0.38461538461538464,355.0295857988166,0.13154951951963573
Perlis,2019-01-01,both,overall,overall,254.0,99.5,99.0,100.0,80.0,12.0,92.0,252.0,254000.0,0.0003622047244094488,2.739130434782609,1.0,0.36507936507936506,362.20472440944883,0.19640340209550125
Perlis,2020-01-01,both,overall,overall,284.9,99.5,99.0,100.0,78.0,12.0,90.0,243.0,284900.0,0.0003159003159003159,2.7,1.0,0.37037037037037035,315.9003159003159,-0.22212797899117043
